"","C3002","C3003","C3004","C3005","C3006","C3011","C3015","C3016","C3017","C3022","C3023","H4001","H4004","H4006","H4007","H4008","H4009","H4010","H4013","H4014","H4016","H4017","H4018","H4019","H4022","H4023","H4039","H4040","H4042","H4043","H4044","H4045","M2008","M2025","M2027","M2028","M2034","M2039","M2041","M2042","M2047","M2061","M2075","M2084","P6005","P6009","P6012"
"_HILp_QI425",29068,45592,104169,78311,63096,102667,34126,17147,45804,110976,3329,1382311,37084,1049782,23497,16493,85292,75325,4125,162873,42820,445534,222822,85149,286,185,3307155,94467,35770,22619,1649,69218,352737,20318,36537,13255,602809,20249,44728,3267,14054,1437,14245,19909,15560,235013,293457
"_HILp_QI5351",371011894,402778,4173972,289245,2609987,1481253,172328,1319552,42757549,214421,229531,11242419,170468482,106286985,520999,382881,606434,2014274,827826,2909362,625150,891195,2319357,1378949,3193,2783754,289444614,1063233,137154,12402338,6571975,1178699,314963,554882,9241197,2177050,107249225,424725,85418,3002026,1489619,222819,79608534,954915,22379322,1863989,30533309
"_HILp_QI22014",393306,173535,113013,331609,251445,55781,487115,68678392,31372,10306396,421567,6922801,26653,3830697,74293,101384739,3764523,294778,303849595,61121,47366,69313756,257707,56131952,26455610,968928,2107206,104650,451474,13942075,1848805,3170364,82430,47166,14054,121226,22648861,849710,4894,185500,987879,155119790,13682,1743451,6792,31190,30179
"_HILp_QI24047",358517,146453,183228,865985,229665,660613,266054,11306395,55833,7224889,33679,10758042,94254,11030585,12937088,14119568,748551,365295,208323555,34063,171476,67445399,772003,36317644,19395072,1034452,3208078,48339,591678,17511607,2594104,285162,925503,372970,1708,499605,16722427,76535,500025,9908,210898,932795,272439,1173373,16331,79001,57224
"_HILp_QI21289",6617211,86179,8913,8790,223204,100529,114,75755,175649,1057463,6191,109677,181524,685455,4501854,22847,15295,8050137,215927,4938008,45740,77117,5573433,28907,114247,286319,7563,6713,17549,137253,49260,66281,20962,175291,378021,634145,461921,14995,6321,389081,57987,10715,184626,14264,8820,208775,395187
"_HILp_QI24478",246596,89071,128950,309706,619124,48763,125234,33680984,1629801,4566689,11452,7307383,3017246,1583349,9022445,42330695,179051,170288,145198157,317405,47479,87723627,72314,20220632,7670735,457604,694597,115833,116238,12038436,1789805,121260,69246,185273,212734,290909,9226401,3816,1882,5647,113059,808028,4786,598453,2732,2790,1454554
"_HILp_QI24910",210461,117849,76282,348755,123771,254754,232092,37575387,34328,4609817,11266,10018139,47760,4761989,70824,47861976,175858,226553,166402349,58815,50622,113848714,132556,24091417,7956679,393021,2721383,19575,167197,16568187,2430122,123995,82895,636371,1886,941676,12335177,51719,4547,3503,159768,301458,432352,860088,10708,5302,22497
"_HILp_QI14734",48737,24771,5538,57550,8575,7066,22043,5190078,623,728784,848,1902596,7711,1023056,25897,6686666,43155,41050,26657861,7677,21035,15356722,16921,4173306,921814,168057,99731,2125,24458,4347127,415670,23566,24811,23067,135,28832,1823186,19690,511,548,25557,5063248,987,126060,546,807,3735
"_HILp_QI15171",473019,255573,39603,692427,189093,23960,284443,52889597,10981,7213685,1232,18964357,44422,10141084,25121,69918546,306318,624298,253683870,11751,10611,115910532,26608,40108712,19052624,4006710,1268335,37340,70398,31007170,4418094,244643,232314,31579,174,11907767,18266016,17102,1783,4272,308776,3079853,2546,1314624,89075,10873,3685
"_HILp_QI17091",558758,292835,36179,801311,183499,781743,288753,66600612,10602,8189966,1088,23592269,12967,12854523,10785,70172042,528393,771207,312990969,20924,645246,202795401,14864,44940279,21264417,755136,1780856,38698,33042,37844795,5134187,366022,270833,5751,595,9000,24821828,20394,1821,2994,361019,500541,1971,1388491,2782,14044,1243
"_HILp_QI18100",763148,398277,57773,1063543,257261,9245,361199,96207853,16128,11344426,2311,34411359,18301,17035636,179834,97801309,437525,1063082,413209798,27797,3420,259092332,80205,66594460,26527548,1177888,2265467,53209,23674,52369117,5654436,371294,392400,15855,1038,10059,34818458,22134,2932,6398,494743,2718180,1884,2014102,1965,20060,1262
"_HILp_QI18111",612986,296700,57708,770193,191860,20595,274652,68991461,18246,8121677,5865,25172666,68655,12628718,38634,70408375,345308,747567,296965662,47729,54060,187368050,36833,48251315,31365252,948170,1661910,45956,80263,37805667,4659966,280274,267690,26021,715,22394,25357373,20147,4050,6023,345796,2495328,6999,1515988,3213,16827,7080
"_HILp_QI18140",287021,196082,25766,419346,28601,25107,126527,58757506,2983,4178165,3600,12570020,6566,6739223,1925589,58867734,157762,1571908,146242821,27744,26396,94346101,2171242,24285762,15999689,863127,810009,17464,117437,19267738,2391423,129662,569636,31239,148,57337,12869775,5975,1088,1471,870126,16405489,1433,739301,12507,4481,3042
"_HILp_QI19311",847514,429087,68358,1027978,257907,64834,343155,100623611,20110,12590565,6481,39050785,19074,18533780,34979,99653438,521150,1029261,431141215,41138,113951,252349688,26079,72667847,49390088,1422647,2476822,61601,59351,52803898,6183038,406036,388969,27001,8638,32188,37843503,31738,3747,6935,537097,1032854,8312,2233114,5859,24998,2635
"_HILp_QI19340",681954,325520,47952,826570,214302,6751,277706,77996670,13927,9842785,5216,30471263,4147,14991292,26350,77443681,389462,809141,333342158,38256,6368,201149723,57292,56376195,36935417,1210443,1913687,42279,123537,41724230,4896618,306106,306929,30771,5590,56255,29768288,16285,2521,5985,423403,469584,6894,1765088,4390,18146,9943
"_HILp_QI21923",37312,64436,43943,19015,2932,5221,15564,4858,121702,469,72734,20319,13604510,37751,36245,23213,200073,19244,767,5428757,155428,142,1468781,11233,9967158,44377,89428,30457,108150,817920,22861,523759,604869,30361,2476,33507,1620,3854,86827,16488,9211,20461,58178,12261,1320426,11300,35897
"_HILp_QI20534",822655,340740,75142,958318,310186,59486,273402,75753738,131118,11998614,21859,32368330,185378,16660895,318763,75263343,477301,877721,364260925,70663,74980,188385948,151566,63794384,19286169,1513617,2361374,47526,167328,41621446,4983621,358654,330971,58057,3250,84914,31783744,79756,13628,9523,490947,4315833,255098,1957795,5772,25579,22644
"_HILp_QI20541",631536,264574,57887,747982,293175,9328,228816,69453659,11302,9609406,11924,26924065,13153,13484824,67066,69480138,356840,664302,301125547,40611,18013,162334285,51529,53735360,27792195,1068154,1882499,33592,167324,35091590,4151851,262477,258819,41844,444,54519,26512058,19374,4006,5245,380659,339459,6332,1649939,2582,18921,18692
"_HILp_QI21461",670739,239503,72596,1157953,166548,55389,190347,78921641,10128,10377542,4838,26315627,45324,13251345,29285,78353776,402596,604987,310893955,38870,25002,117605414,53830,54136610,12182800,2224797,2000744,32358,80559,33606251,3670705,243857,222201,2039500,574,3013232,30134480,12870,2440,4876,390046,1992266,5858,1661446,515710,15651,6059
"_HILp_QI21477",589116,209765,977201,535664,745084,90893,149987,58616146,122247,7868027,40027,19215559,83815516,6777026,2201198,62842656,336898,612160,224626167,15378932,110053,109399214,280294,40073682,10690786,5889445,1550880,44831,273374,25249817,3250695,205841,440058,215327,66221,268525,21530187,35345,5506,14420,1672001,4511457,22446,1269770,389310,13980,3994480
"_HILp_QI22208",302965,51387,197674,222859,13572,153146,51176,13617399,13029,3472700,6059,8723506,1325854,4689773,53146,26223359,161270,282691,113326574,761167,49406,47565114,78080,20114504,15894959,1415315,783837,9786,184280,11675163,1349889,91993,86617,40272,989,183443,10437053,12553,2241,2229,663445,469118,11751,621172,139028,5571,14885
"_HILp_QI22178",429803,161625,71458,455309,115179,716259,97293,58845972,13805,6787882,7389,17213919,6589,8697035,22077,57943253,275119,376189,229768026,55398,12535,94613946,1436385,39671651,24678603,861464,1466849,22673,2383241,21992501,2264584,168748,154560,17421,4219,41379,22071560,9756,4011,8502,270001,562146,5236,1166621,102256,10209,30476
"_HILp_QI22692",594728,164963,65489,524700,128398,63244,91265,67731123,67053,7802233,11540,18049356,118804,9235111,68956,67625658,317897,414769,267374837,55652,36266,97327716,101637,47975254,9584672,1298076,2289118,26528,181074,22605354,2232369,189238,141432,279841,2947,199351,25882740,32872,6712,6103,331176,12753976,12944,1499187,16040,12023,20721
"_HILp_QI22700",460052,131492,49805,430242,113518,14069,74460,59323544,20728,6489861,15323,15653786,30937,8052514,22021,58970143,241766,354700,239562738,42687,13709,87372968,25490,41379181,21430986,826896,1549096,14851,26878,19351333,1849884,158010,109904,29686,2486,5596,22291421,6974,1075,4342,271087,349553,14187,1162660,2519,4827,11992
"_HILp_QI23080",516737,125203,37271,358216,106716,62199,231650,35383607,22042,7427200,2746,16200221,67839,8309352,34110,34308321,293277,368421,265935369,24237,22469,85754767,387573,46442511,33385912,1076939,1844899,13937,1700939,17591288,3495261,177926,228778,980211,1549,168545,26240541,10903,2489,7256,291419,985233,4942,1688270,8339,8605,660450
"_HILp_QI23579",443028,98039,33760,326575,86585,32936,35228,66189113,7732,6592777,64183,11903186,81210,6010938,19176,63007683,262423,216039,250238751,38442,194383,62569482,573645,42798452,30601239,791041,1694998,10836,62218,12241272,2016612,161640,41149,16967,3252,52136,25154448,12034,36938,9064,258845,591160,9200,1172481,4367,4893,16297
"_HILp_QI23609",372814,75132,14737,319629,85656,8413,29161,55227954,7647,5700436,9874,10134375,43359,5144831,9987,52233495,221640,231542,215987062,16633,13212,53387715,14206,35283045,4582844,774766,1419862,9087,32846,10261502,1016766,134164,41992,11990,5606,38233,21507801,2716,1328,3529,219065,2122240,10313,1034674,1355,3802,9885
"_HILp_QI14941",193222,304418,295303,168548,32335,7182,11367,14172131,5102,5452603,3415,3855305,3545161,2081055,9321,8709672,79026,164276,85950593,161128,615,49434315,9809,12788335,63761,5376380,624214,4067,45494,3263236,319837,39240,867092,9699,10357,66291,9247566,27685,3015,2449,559063,8477779,5634,417041,358802,2167,2808
"_HILp_QI23992",308702,23055,70696,250134,20252,4217,12866,2617864,2948,4853667,1188,7292056,25020,3813576,2430,27261592,204081,133901,191545256,55952,1008,37533188,2590,31822625,4405610,1322689,1257655,3585,13900,7381788,647694,102766,106,3384,315,12751,18130776,740,789,1519,124526,3036080,321,843442,12608,958,7819
"_HILp_QI20843",19600,36353,2668,68571,90493,1255,27,8615,120672,17366,44175,59077,193732,19828,36223,3827,362723,27866,1252,7339,28360,788,903807,19089,5821164,26475,125963,18678,10966,41088439,18121,1224106,6249621,6966,83,22160,163,13622,102056,15113,6078,26614,54884,29692,84012,979293,2997
"eicosapentaenoate_C18n_QI34",8750922,789118,861955,350156,1451798,78389429,416760,478851,133166504,156555,3310865,4027794,711179,14557013,676893,949209,264791,1001995,926886,366939,357243,762380,745840,3801135,249212,755778,1996967,1251861,1316893,751034,1052121,736020,500369,253395,434812,513927,4764205,1676635,30925860,139389,93733,282469,665174,479173,1757637,1560170,1712248
"arachidonate_C18n_QI35",45398177,11011964,10984512,7307917,10988762,87226115,8519373,6781623,56431560,2820794,45935450,94164199,12696392,330524750,48343783,3606969,5416099,13618227,3359497,4629659,8380722,25913615,17171667,74097115,5008945,12253985,95400422,12407549,21312079,10211820,27429888,5893525,26240783,6433492,11301948,7228245,33272988,31888589,51259165,2007554,561910,2263568,9182561,9821671,36495156,18209607,49630014
"docosahexaenoate_C18n_QI41",44414084,2220427,2876132,1093802,6342771,87195296,2894955,1875560,122424509,397373,18455088,26823271,1934507,87084460,4605660,984520,1406603,4532947,634787,717329,6090292,5456959,2174261,15760132,825702,1553369,20385809,2934928,4526034,1318291,6248701,1154330,3458042,728636,1182362,2179910,16920843,9886103,85175769,244823,185878,575473,1546526,3507754,25308611,5587198,10128972
"adrenate_C18n_QI43",11504432,4019479,2602765,3517479,4285942,7896317,6059183,1463914,7162542,417779,9846703,20627565,12717066,95363388,28962351,1459003,2311484,3288431,1909297,1411602,1626027,67742901,5004059,15806938,5507351,4554298,28126417,3384484,6222740,4490186,8221113,2370866,4872928,842922,3363388,1785540,5951014,4688079,5030429,721415,62925,628492,1730348,1280634,8199298,8163185,19784054
"taurochenodeoxycholate_C18n_QI61",11545333,468211,3679571,1147597,30526437,500791,224420,420292,33915016,31839,343114,25721108,17117433,176179566,2504371,246668,430843,432532,412891,230150,1089391,1792499,40369372,672715,444558,2777732,141343066,595550,689894,8833251,440811,24899178,23401,659035,7675431,369493,4596269,706174,343812,757848,197999,178942,1349235,1720010,5619616,408906,490363929
"taurohyodeoxycholate/tauroursodeoxycholate_C18n_QI63",2757540,43276,262168,177361,929427,109595,70828,67048,1538522,24431,19043,663424,2488806,3221164,186293,102560,231019,781240,387545,123301,355645,4114855,11491135,241888,133643,289581,1362967,1109280,481343,407013,122964,657619,889,187866,478207,50799,612511,175655,135388,83632,145744,51185,50389,139603,607483,200507,21001230
"saccharin_C18n_QI67",12144,34569787,51128,3471298,247870,904629,50914,24328,46835,50180,91368,9759117,2218,41540319,28725,13669,21878,896,136628,14959,248712,536562,123389,23444,5125,143690,197349,5243,1853574,7541733,992392,23398,31063,450427,400212,58319,1542,2378,2182,17682,131919,1395,304203,95174,287266,5468,12593
"_C18n_QI2321",6783,5521,61559,1525,12201,1916,13269,8330,5002,44437,648,135496,41400,66904,5104,14372,10330,22819,5667,15822,7503,54507,6823,13966,9905,3003,52159,23853,2442,11818,2164,9665,532287,16788,130,6951,7234,5664,9231,11517,13326,11587,1628,8666,9246,19944,1088
"_C18n_QI6593",121337,101801,149357,117602,134061,54994,89095,46237,89382,201696,74677,147922,62311,2725377,561273,43394,20201,54098,57820,2998,464235,27423,1466285,21714,132435,51602,3436480,37083,59329,151592,458411,62575,37946,12660,156256,132433,5548631,73866,13101,74703,47581,3169,82673,84725,98046,96247,283223
"_C18n_QI1474",1315,8511,1003,1782,156302,392989,32446,12567,2475,90536,1765,186828,67216,340823,122434,16027,3399,54079,9139,50444,73278,35532,104959,28582,26301,45937,5059311,13872,12711,18312,8479,3537,226638,18632,7585,2369,1153446,4988,2544,11904,31455,12562,1263,11057,115263,13553,33832
"_C18n_QI130",8281,81561,28084,24056,24806,16987414,34530,54174,18958,150095,40170,4383360,151618,38682706,264203,32038,78624,15914,29636,138098,35829,71569,1265417,3011399,22185,27698,10363014,32898,223252,109551,30472,174484,3172714,96198,81641,28109,1345945,31753,62722,94336,1294047,87144,85451,51781,72856,98237,4189079
"_C18n_QI710",13000846,4057041,6727224,8542721,10756123,7421,9201741,2372734,14820240,37846,11104,42745,16881,4555,16942,16418,12981,21384899,16346,18005,5937,5829,2020336,10423428,22541,14331,2644,19487061,13359,12252,14984,14339,9788,28648,15421,24565,33324,482155,21037,20433,52913,32251,18089,15750,28075,9871,11098
"_C18n_QI1326",112276802,71393874,51895299,116646150,58032760,48274,132025554,38813887,108681235,175048,50949,156387,1100971,1612083,815722,453943,70744,118448946,239561,110439,139011,3069442,20879,95769227,101722,639036,3113312,136334048,448813,164887,849938,969600,2067635,550521,893865,446720,804385,40572724,489366,45331,495376,68071,854013,849420,176456,509356,128731
"_C18n_QI129",5824,43732,10974,9089,11367,6173741,17636,25284,10259,77975,22287,2111714,40436,17002810,137266,20425,31208,11456,12824,58629,29245,24194,606483,1886141,16819,14518,5282656,13895,75760,50097,13780,51207,2081533,40282,28004,14263,713346,15517,17078,42611,407031,31877,28437,29012,25530,29035,1466553
"_C18n_QI653",347920,6894,8214,8129,23774,35640,2910,6819,1202,135377,6101,156476,66523,226415,23176,12470,33722,97294,8054,65760,5026,141959,31005,36764,14205,7839,459938,35764,17439,35927,36417,21727,165888,63989,10148,8110,233150,9926,19367,18665,85428,15126,8993,14388,13445,41732,22566
"_C18n_QI872",8872401,346487,316942,364784,944942,1042638,148620,243455,177264,3350544,153512,4699540,1574347,6160597,672114,329361,804158,3113117,200882,1524711,140111,3997678,1022722,1113246,361233,237323,12711749,1325120,497160,995462,983454,623768,3982167,1635456,226185,132934,6292380,490626,373625,442661,1976521,407228,189201,245622,342492,1152804,584759
"_C18n_QI2431",316420,44412,48145,23776,426009,41044,9368,30382,18920,61360,12767,466539,53461,214002,27430,21347,21151,430819,12689,46096,4009,122018,2958,134622,3448,12685,121035,239134,24582,35865,16693,37927,84415,52826,6752,8336,2085,37121,18837,15941,19384,18110,10617,39468,31007,68942,25954
"_C18n_QI2644",96449,6646,117955,10407,371949,113505,13793,47578,27766,221577,72197,1091841,132084,1016677,153183,65963,53087,105938,18242,83304,59513,258336,22535,102602,50850,35368,355770,67535,51200,82126,46633,111619,1041632,101525,31434,37968,41439,516,36093,87232,38900,101394,26860,167297,125791,137161,117841
"_C18n_QI3536",159034,10167,117404,4468,414479,98918,9619,49757,40854,269330,104400,1071648,147160,2562681,217570,30749,41182,69827,16227,80660,81460,198318,16332,224896,51954,36076,283242,79435,130222,55979,47735,123892,1187192,103327,26307,39502,48156,6847,30585,72555,22021,100227,23573,170761,150194,246329,159421
"_C18n_QI4453",176222,9454,126972,1233,308390,66695,20485,30840,44849,252534,51497,1024304,147338,548308,145409,51843,45790,156775,25510,63957,67674,381645,20877,52961,119462,31389,708953,61793,39267,137351,58343,103774,1034040,66168,15972,62233,65100,26206,34075,39419,11643,57057,20613,131542,157736,145336,88904
"_C18n_QI417",7023,12653,1928,4478,19276,15992,4391,5533,11355,8087,3503,17586,28080,200709,11228,6604,12011,20503,10071,6713,4771,11115,29770,48560,2997,5733,297581,26741,11431,20436,4215,2798,744,7299,13639,1869,287342,28477,2027,7154,13789,3659,4342,2239,14886,12221,31936
